Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002317,Male,Yes,3+,Graduate,No,96000,0.0,53154,360.0,0.0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,18867,0.0,70982,360.0,1.0,Semiurban,N
LP002319,Male,Yes,0,Graduate,,21256,0.0,70646,360.0,,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,21096,0.0,20965,360.0,0.0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,17253,2033.0,39874,360.0,1.0,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,17149,3237.0,22250,360.0,0.0,Semiurban,N
LP002337,Female,No,0,Graduate,No,17995,0.0,76085,360.0,1.0,Urban,Y
LP002341,Female,No,1,Graduate,No,17600,0.0,65957,360.0,1.0,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,16600,20000.0,83157,360.0,1.0,Urban,N
LP002345,Male,Yes,0,Graduate,No,16025,2773.0,67373,360.0,1.0,Rural,Y
LP002347,Male,Yes,0,Graduate,No,18246,1417.0,89089,360.0,1.0,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,20829,0.0,36011,360.0,1.0,Rural,Y
LP002357,Female,No,0,Not Graduate,No,17720,0.0,93788,,0.0,Urban,N
LP002361,Male,Yes,0,Graduate,No,16820,1719.0,43962,360.0,1.0,Urban,Y
LP002362,Male,Yes,1,Graduate,No,22250,1667.0,78613,,0.0,Urban,N
LP002364,Male,Yes,0,Graduate,No,29880,0.0,54439,360.0,1.0,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,17666,4300.0,49187,360.0,1.0,Rural,Y
LP002367,Female,No,1,Not Graduate,No,19606,0.0,52613,360.0,1.0,Rural,N
LP002368,Male,Yes,2,Graduate,No,20935,0.0,66221,360.0,1.0,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,17920,16.12000084,66735,360.0,1.0,Rural,Y
LP002370,Male,No,0,Not Graduate,No,17717,0.0,75751,180.0,1.0,Urban,Y
LP002377,Female,No,1,Graduate,Yes,23624,0.0,93017,360.0,1.0,Semiurban,Y
LP002379,Male,No,0,Graduate,No,21500,0.0,72892,360.0,0.0,Rural,N
LP002386,Male,No,0,Graduate,,27876,0.0,72089,360.0,1.0,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,17425,2340.0,91676,360.0,1.0,Semiurban,Y
LP002390,Male,No,0,Graduate,No,18750,0.0,83711,360.0,1.0,Urban,Y
LP002393,Female,,,Graduate,No,25047,0.0,83591,240.0,1.0,Semiurban,Y
LP002398,Male,No,0,Graduate,No,16926,1851.0,99530,360.0,1.0,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,17213,1125.0,73660,360.0,1.0,Urban,Y
LP002403,Male,No,0,Graduate,Yes,25416,0.0,24625,360.0,0.0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,22142,0.0,42307,360.0,1.0,Rural,Y
LP002408,Male,No,0,Graduate,No,18660,5064.0,48913,360.0,1.0,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,22901,1833.0,53080,360.0,1.0,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,19707,1993.0,65869,360.0,1.0,Semiurban,Y
LP002422,Male,No,1,Graduate,No,52719,0.0,24528,360.0,1.0,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,22333,8333.0,31969,300.0,,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,18466,1210.0,91770,360.0,1.0,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,19652,0.0,70794,360.0,1.0,Rural,Y
LP002435,Male,Yes,0,Graduate,,18539,1376.0,53915,360.0,1.0,Rural,N
LP002443,Male,Yes,2,Graduate,No,18340,1710.0,61742,360.0,0.0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,17769,1542.0,37118,360.0,,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,17309,1255.0,73221,360.0,0.0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,16958,1456.0,39351,300.0,,Urban,Y
LP002448,Male,Yes,0,Graduate,No,18948,1733.0,56715,360.0,0.0,Rural,N
LP002449,Male,Yes,0,Graduate,No,17483,2466.0,92159,180.0,0.0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,22085,0.0,67959,360.0,1.0,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,18859,0.0,88081,360.0,1.0,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,19301,0.0,26592,360.0,1.0,Urban,Y
LP002467,Male,Yes,0,Graduate,No,18708,2569.0,97877,360.0,1.0,Urban,N
LP002472,Male,No,2,Graduate,No,19354,0.0,98559,360.0,1.0,Rural,Y
LP002473,Male,Yes,0,Graduate,No,23334,0.0,21572,360.0,1.0,Semiurban,N
LP002478,,Yes,0,Graduate,Yes,17083,4083.0,75213,360.0,,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,22740,0.0,66817,180.0,1.0,Urban,Y
LP002487,Male,Yes,0,Graduate,No,18015,2188.0,64664,360.0,1.0,Rural,Y
LP002489,Female,No,1,Not Graduate,,20191,0.0,68128,360.0,1.0,Semiurban,Y
LP002493,Male,No,0,Graduate,No,19166,0.0,70692,360.0,0.0,Semiurban,N
LP002494,Male,No,0,Graduate,No,21000,0.0,30022,360.0,1.0,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,17947,1664.0,90231,180.0,0.0,Urban,N
LP002501,,Yes,0,Graduate,No,31692,0.0,30677,360.0,1.0,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,,15210,2917.0,56013,360.0,1.0,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,19333,2451.0,23850,360.0,1.0,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,18450,2079.0,63429,360.0,1.0,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,17653,1500.0,43041,180.0,0.0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,19691,0.0,36451,360.0,1.0,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,17500,0.0,30811,360.0,,Urban,Y
LP002524,Male,No,2,Graduate,No,20532,4648.0,70131,360.0,1.0,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,31525,1014.0,36854,360.0,1.0,Rural,Y
LP002529,Male,Yes,2,Graduate,No,21700,1750.0,46723,300.0,1.0,Semiurban,Y
LP002530,,Yes,2,Graduate,No,17873,1872.0,95142,360.0,0.0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,31667,2250.0,45521,360.0,1.0,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,17947,1603.0,90620,360.0,1.0,Urban,N
LP002534,Female,No,0,Not Graduate,No,19350,0.0,21844,360.0,1.0,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,18095,0.0,45269,360.0,1.0,Rural,Y
LP002537,Male,Yes,0,Graduate,No,17083,3150.0,95222,360.0,1.0,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,25833,0.0,99927,360.0,1.0,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,23333,0.0,95596,360.0,1.0,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,16958,2436.0,31033,360.0,1.0,Rural,Y
LP002545,Male,No,2,Graduate,No,18547,0.0,92161,360.0,0.0,Rural,N
LP002547,Male,Yes,1,Graduate,No,33333,0.0,65968,360.0,1.0,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,19583,2083.0,94286,360.0,1.0,Semiurban,Y
LP002556,Male,No,0,Graduate,No,17435,0.0,37231,360.0,1.0,Urban,N
LP002560,Male,No,0,Not Graduate,No,17699,2785.0,37310,360.0,,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,20333,1131.0,31481,360.0,,Urban,Y
LP002571,Male,No,0,Not Graduate,No,18691,0.0,95376,360.0,1.0,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,32263,0.0,78741,360.0,1.0,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,18597,2157.0,25805,360.0,0.0,Rural,N
LP002586,Female,Yes,1,Graduate,No,18326,913.0,78612,84.0,1.0,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,17600,1700.0,90565,360.0,1.0,Rural,Y
LP002588,Male,Yes,0,Graduate,No,19625,2857.0,80205,12.0,,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,17895,0.0,79178,360.0,1.0,Semiurban,Y
LP002602,Male,No,0,Graduate,No,21283,4416.0,26804,360.0,0.0,Rural,N
LP002603,Female,No,0,Graduate,No,15645,3683.0,59887,480.0,1.0,Rural,Y
LP002606,Female,No,0,Graduate,No,18159,0.0,59884,360.0,1.0,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,19865,5624.0,95458,360.0,1.0,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,19050,5302.0,95546,360.0,,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,18814,1483.0,26363,300.0,1.0,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,18510,4416.0,75073,360.0,1.0,Rural,Y
LP002624,Male,Yes,0,Graduate,No,35833,6667.0,45227,360.0,,Urban,Y
LP002625,,No,0,Graduate,No,18583,0.0,83023,360.0,1.0,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,17479,3013.0,39898,360.0,1.0,Urban,Y
LP002634,Female,No,1,Graduate,No,28262,0.0,77416,360.0,1.0,Urban,Y
LP002637,Male,No,0,Not Graduate,No,18598,1287.0,64759,360.0,1.0,Rural,N
LP002640,Male,Yes,1,Graduate,No,21065,2004.0,70269,360.0,1.0,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,18283,2035.0,30716,360.0,1.0,Urban,Y
LP002648,Male,Yes,0,Graduate,No,17130,6666.0,30844,180.0,1.0,Semiurban,N
LP002652,Male,No,0,Graduate,No,20815,3666.0,58442,360.0,1.0,Rural,N
LP002659,Male,Yes,3+,Graduate,No,18466,3428.0,21980,360.0,1.0,Rural,Y
LP002670,Female,Yes,2,Graduate,No,17031,1632.0,33683,480.0,1.0,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,No,18074,1800.0,83251,360.0,0.0,Semiurban,N
LP002683,Male,No,0,Graduate,No,19683,1915.0,90339,360.0,1.0,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,18400,0.0,71304,360.0,1.0,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,17192,1742.0,40234,360.0,1.0,Semiurban,Y
LP002690,Male,No,0,Graduate,No,17500,0.0,26179,360.0,1.0,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,20677,1424.0,70073,360.0,1.0,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,22948,7166.0,94580,360.0,1.0,Rural,Y
LP002697,Male,No,0,Graduate,No,19680,2087.0,74336,360.0,1.0,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,32500,0.0,93446,360.0,1.0,Rural,Y
LP002705,Male,Yes,0,Graduate,No,18775,0.0,29529,360.0,1.0,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,20285,1430.0,20608,360.0,0.0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,17679,1302.0,78249,360.0,1.0,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,21783,0.0,35385,360.0,1.0,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,16025,5500.0,98760,360.0,,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,19281,0.0,52202,360.0,1.0,Urban,Y
LP002723,Male,No,2,Graduate,No,18588,0.0,88500,360.0,0.0,Rural,N
LP002729,Male,No,1,Graduate,No,26250,0.0,41685,360.0,,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,33165,0.0,80260,360.0,1.0,Urban,Y
LP002732,Male,No,0,Not Graduate,,17550,2042.0,31925,360.0,1.0,Rural,Y
LP002734,Male,Yes,0,Graduate,No,21133,3906.0,96366,360.0,1.0,Urban,Y
LP002738,Male,No,2,Graduate,No,18617,0.0,75039,360.0,1.0,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,17917,536.0,59933,360.0,1.0,Rural,N
LP002740,Male,Yes,3+,Graduate,No,21417,0.0,55426,180.0,1.0,Rural,Y
LP002741,Female,Yes,1,Graduate,No,19608,2845.0,54033,180.0,1.0,Semiurban,Y
LP002743,Female,No,0,Graduate,No,17138,0.0,33651,360.0,0.0,Semiurban,N
LP002753,Female,No,1,Graduate,,18652,0.0,90189,360.0,1.0,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,17239,2524.0,24413,360.0,1.0,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,18017,663.0,68220,360.0,,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,17768,1950.0,32906,360.0,1.0,Rural,Y
LP002768,Male,No,0,Not Graduate,No,18358,0.0,57206,36.0,1.0,Semiurban,N
LP002772,Male,No,0,Graduate,No,17526,1783.0,35563,360.0,1.0,Rural,Y
LP002776,Female,No,0,Graduate,No,20000,0.0,58067,360.0,0.0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,17785,2016.0,97288,360.0,1.0,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,21633,0.0,82720,360.0,0.0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,17492,2375.0,75658,360.0,1.0,Rural,Y
LP002785,Male,Yes,1,Graduate,No,18333,3250.0,20903,360.0,1.0,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,17454,2333.0,38546,360.0,0.0,Urban,N
LP002789,Male,Yes,0,Graduate,No,18593,4266.0,49310,180.0,0.0,Rural,N
LP002792,Male,Yes,1,Graduate,No,20468,1032.0,25874,360.0,1.0,Semiurban,Y
LP002794,Female,No,0,Graduate,No,17667,1625.0,77972,360.0,,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,25139,0.0,62855,360.0,1.0,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,18887,2669.0,44593,360.0,1.0,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,19180,2306.0,98158,360.0,1.0,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,18675,242.0,60970,360.0,1.0,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,34484,0.0,90783,360.0,1.0,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,20923,2054.0,70167,360.0,1.0,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,20800,0.0,47336,360.0,1.0,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,23799,0.0,31809,360.0,0.0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,19467,0.0,29711,360.0,,Rural,Y
LP002836,Male,No,0,Graduate,No,18333,0.0,48386,360.0,1.0,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,18400,2500.0,85680,360.0,0.0,Rural,N
LP002840,Female,No,0,Graduate,No,17378,0.0,92974,360.0,1.0,Urban,N
LP002841,Male,Yes,0,Graduate,No,18166,2064.0,70623,360.0,0.0,Urban,N
LP002842,Male,Yes,1,Graduate,No,18417,1750.0,82410,360.0,1.0,Urban,Y
LP002847,Male,Yes,,Graduate,No,20116,1451.0,41801,360.0,0.0,Urban,N
LP002855,Male,Yes,2,Graduate,No,31666,0.0,31966,360.0,1.0,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,21125,1625.0,83207,480.0,1.0,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,21406,0.0,68571,360.0,1.0,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,18159,461.0,84358,84.0,1.0,Urban,Y
LP002872,,Yes,0,Graduate,No,18087,2210.0,36972,360.0,0.0,Semiurban,N
LP002874,Male,No,0,Graduate,No,18229,2739.0,43436,360.0,1.0,Urban,Y
LP002877,Male,Yes,1,Graduate,No,16782,2232.0,63674,360.0,1.0,Rural,Y
LP002888,Male,No,0,Graduate,,18182,2917.0,84413,360.0,1.0,Urban,Y
LP002892,Male,Yes,2,Graduate,No,21540,0.0,95949,360.0,1.0,Semiurban,Y
LP002893,Male,No,0,Graduate,No,16836,33837.0,52855,360.0,1.0,Urban,N
LP002894,Female,Yes,0,Graduate,No,18166,0.0,53166,360.0,1.0,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,16880,0.0,95326,360.0,,Rural,N
LP002911,Male,Yes,1,Graduate,No,17787,1917.0,20706,360.0,0.0,Rural,N
LP002912,Male,Yes,1,Graduate,No,19283,3000.0,62941,84.0,1.0,Rural,N
LP002916,Male,Yes,0,Graduate,No,17297,1522.0,66046,360.0,1.0,Urban,Y
LP002917,Female,No,0,Not Graduate,No,17165,0.0,70673,360.0,1.0,Semiurban,Y
LP002925,,No,0,Graduate,No,19750,0.0,35517,360.0,1.0,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,17726,0.0,97430,360.0,0.0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,18000,3416.0,33559,180.0,1.0,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,21000,0.0,21031,240.0,1.0,Semiurban,N
LP002933,,No,3+,Graduate,Yes,24357,0.0,86832,360.0,1.0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,18859,3300.0,71972,180.0,1.0,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,31120,0.0,67132,360.0,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,No,18833,0.0,50992,360.0,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,21383,1000.0,61978,360.0,1.0,Rural,N
LP002943,Male,No,,Graduate,No,17987,0.0,48304,360.0,0.0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,24963,0.0,91580,360.0,1.0,Rural,Y
LP002948,Male,Yes,2,Graduate,No,20780,0.0,95892,360.0,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,,15416,41667.0,48516,180.0,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,17894,2792.0,38519,360.0,1.0,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,20703,0.0,76392,360.0,1.0,Urban,Y
LP002958,Male,No,0,Graduate,No,18676,4301.0,72235,360.0,1.0,Rural,Y
LP002959,Female,Yes,1,Graduate,No,27000,0.0,47980,360.0,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,17400,3800.0,37022,180.0,1.0,Urban,N
LP002961,Male,Yes,1,Graduate,No,18400,2500.0,23294,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,18987,1411.0,20218,360.0,1.0,Rural,Y
LP002974,Male,Yes,0,Graduate,No,18232,1950.0,94209,360.0,1.0,Rural,Y
LP002978,Female,No,0,Graduate,No,17900,0.0,42704,360.0,1.0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,19106,0.0,26607,180.0,1.0,Rural,Y
LP002983,Male,Yes,1,Graduate,No,23072,240.0,68210,360.0,1.0,Urban,Y
LP002984,Male,Yes,2,Graduate,No,22583,0.0,79219,360.0,1.0,Urban,Y
LP002990,Female,No,0,Graduate,Yes,19583,0.0,54234,360.0,0.0,Semiurban,N
